ids,indices,split,max_lat,max_lon,min_lat,min_lon
410,1369511,train,45.74077606,-0.058704905,45.72673035,-0.078827165
411,4510618,train,45.02593231,3.842319012,45.01170731,3.8221967219999997
412,8996662,train,46.24690628,0.392159551,46.23299026,0.37203726200000004
413,6118397,train,47.96669006,-2.512093782,47.95321655,-2.5322160719999998
414,1701046,train,47.51233673,2.76739502,47.49874115,2.74727273
415,1359068,train,45.5329361,-0.231271267,45.51883698,-0.251393527
416,7988867,train,49.64077377,0.20045906300000002,49.62774277,0.180336788
417,9444410,train,46.6301651,2.7046926019999997,46.61634445,2.684570313
418,2439245,train,47.12826157,6.72177887,47.11457062,6.701656817999999
419,7111487,train,43.28194046,0.28669732800000003,43.26728821,0.266575068
420,317651,train,44.03709793,5.775224209,44.02262878,5.755101681
421,2453749,train,47.04287338,6.184496403,47.02915955,6.164374352
422,5759852,train,48.272892,-0.551610529,48.2594986,-0.571732759
423,10160689,train,47.93209457,-1.999694705,47.91860962,-2.019817114
424,2081715,train,48.46112442,-2.150072813,48.44777679,-2.170194864
425,2899902,train,48.63423538,-4.341243267,48.62093353,-4.361365795
426,1262558,train,45.20349503,3.062042475,45.1893158,3.041920185
427,9133124,train,48.30438995,6.362542629,48.29100418,6.342420101
428,7842376,train,45.56904221,6.917431831,45.55495453,6.89730978
429,8326672,train,50.07529068,1.48064816,50.06237411,1.46052587
430,7165117,train,43.2174263,0.051518380999999995,43.20275879,0.031396121
431,2978505,train,42.38246918,9.478528976,42.36760712,9.458406448
432,9062117,train,46.15675354,1.343744874,46.14281464,1.3236227040000001
433,8500890,train,43.86085892,2.439150572,43.84634781,2.4190282819999998
434,114065,train,49.50387573,3.689785004,49.49080658,3.669662952
435,4743977,train,47.50013733,-1.7439444069999999,47.48654175,-1.764066696
436,10958878,train,42.60165405,2.882379293,42.58684158,2.862257004
437,1562113,train,45.47224045,-0.301609367,45.45812607,-0.321731627
438,5664976,train,48.04794693,5.435211657999999,48.03449249,5.4150896070000005
439,4627132,train,47.42774582,-2.173877954,47.41413116,-2.194000244
440,381290,train,44.52772141,6.54499054,44.51337433,6.524868011000001
441,5663274,train,47.87693024,5.698058605,47.86343384,5.6779365539999995
442,4319053,train,47.36456679999999,1.4258509869999998,47.35093689,1.405728698
443,9238070,train,47.77621078,4.325073719,47.76268768,4.304951191000001
444,2219260,train,46.08895111,1.634709239,46.07499313,1.614586949
445,2403034,train,45.31813431,1.0932946209999999,45.30398178,1.0731723309999999
446,4055066,train,45.17982101,5.362178802,45.16563416,5.342056274
447,2320953,train,45.5760231,1.019093752,45.56193542,0.9989715220000001
448,4349356,train,45.42982864,4.030785561,45.41570663,4.010663509
449,8351891,train,49.71076202,2.683851719,49.69775009,2.663729429
450,2631848,train,49.32820129,1.7073829169999999,49.31508636,1.6872606280000002
451,5324831,train,47.47409821,-0.118802197,47.460495,-0.138924465
452,5227804,train,47.15563583,-1.249871016,47.14195251,-1.269993186
453,2702361,train,48.29429245,0.9728305340000001,48.28090286,0.9527083040000001
454,3171055,train,43.84129333,1.474090457,43.82677841,1.453968167
455,8604100,train,44.03445053,1.210704446,44.01998138,1.1905821559999998
456,1636682,train,46.69495773,2.212685347,46.68115616,2.192563057
457,10584125,train,49.15142822,4.205956936000001,49.13826752,4.185834885
458,376217,train,44.62466431,6.2199797629999996,44.61034393,6.199857712000001
459,1008134,train,44.52599335,2.525478601,44.51164627,2.505356312
460,7733244,train,46.70931244,3.662925482,46.69551468,3.6428031919999997
461,5799115,train,47.78629303,-0.8928804990000001,47.77276993,-0.913002729
462,6493289,train,49.65164948,1.935554981,49.63862228,1.9154328109999998
463,6881555,train,45.94803238,2.8101546760000002,45.93403625,2.790032625
464,9886073,train,44.87513351,4.901253223,44.86087036,4.881130695
465,2491109,train,44.2039299,4.906642914,44.18950272,4.886520863
466,793443,train,43.29953003,2.01451683,43.28488159,1.99439466
467,9073958,train,46.28205872,1.1941754820000001,46.26815033,1.1740531920000001
468,7769526,train,47.80210495,-0.300441533,47.78858566,-0.320563823
469,10938062,train,43.24661636,-1.020890355,43.23195648,-1.041012645
470,4407381,train,45.95608902,3.902416229,45.94209671,3.882294178
471,11385809,train,47.68170929,3.473470688,47.66815948,3.453348637
472,11055316,train,46.77684402,5.21216011,46.76306152,5.192037582
473,5861790,train,48.54546356,6.0275607110000005,48.53213882,6.00743866
474,8084062,train,48.74210739,3.173702955,48.72883606,3.1535806660000003
475,9197576,train,48.10208511,3.5862991810000002,48.08864594,3.5661768910000005
476,6070347,train,47.85107803,-2.233166933,47.83757019,-2.2532892230000003
477,5169633,train,44.51568222,3.084320545,44.50133133,3.064198256
478,7028526,train,43.10353851,-0.40644276100000004,43.08884811,-0.426565021
479,1733140,train,45.24304199,1.348236442,45.22887421,1.328114271
480,10364595,train,45.33102036,3.2735059260000003,45.31687164,3.253383636
481,11119555,train,49.67357254,0.7511263490000001,49.66054916,0.7310040590000001
482,6908944,train,43.08228683,-0.788226724,43.06758881,-0.808349013
483,3660955,train,48.29256058,-1.282300115,48.27917099,-1.302422404
484,295068,train,44.13853073,6.25501442,44.12408829,6.234891891
485,8500201,train,44.09880447,2.2978456019999998,44.08435059,2.277723312
486,572704,train,49.66130447,4.993240356,49.64827728,4.973118305
487,2623192,train,48.88035965,1.43672049,48.86712265,1.41659832
488,7613151,train,46.43444824,4.41059351,46.420578000000006,4.390470982
489,3535396,train,43.57531738,3.5626735689999998,43.56073761,3.5425512789999996
490,11124968,train,48.38433838,3.0571913719999997,48.37097168,3.037069321
491,4786464,train,47.79896545,2.9709532260000002,47.78544998,2.9508309360000005
492,539669,train,49.49255753,4.40017271,49.47948456,4.380050659
493,8360536,train,49.77317047,2.9259476660000003,49.7601738,2.9058253769999998
494,393856,train,44.79722595,6.086490154,44.78294373,6.066368102999999
495,56776,train,46.24516678,4.808636665,46.23125076,4.7885146139999994
496,8956191,train,46.43537521,1.09652853,46.42150497,1.07640624
497,3510684,train,43.33475876,3.0719239710000004,43.32012177,3.051801682
498,3436922,train,43.72494507,3.4356517789999996,43.71040344,3.41552949
499,9212725,train,47.81869507,3.84833765,47.80518341,3.828215599
500,8710926,train,43.87640381,5.041300297,43.86189651,5.021178246
501,6383742,train,50.61222458,2.917683125,50.59945297,2.897560835
502,2967460,train,42.97176361,9.455262184,42.95703888,9.43514061
503,1249083,train,45.17437363,3.00176549,45.16018677,2.9816432
504,438920,train,43.86597443,7.192945003999999,43.85146713,7.172822952000001
505,4529163,train,45.29425049,3.9632322789999996,45.28009415,3.943109989
506,10880327,train,50.46892548,2.314733982,50.45611572,2.2946116919999997
507,3498131,train,43.62020493,3.751140118,43.605636600000004,3.731017828
508,10981598,train,48.35682678,7.558020592,48.34345627,7.537898064
509,7320559,train,48.9184494,7.720705509,48.90522385,7.700582981
510,3000830,train,43.84680176,4.13337326,43.83228683,4.113250732
511,10132295,train,43.65147781,3.4926049710000004,43.63691711,3.4724826810000002
512,10178955,train,47.96031189,-1.611173391,47.94683838,-1.6312956809999999
513,5516034,train,49.65665054,-1.740890145,49.64362335,-1.761012316
514,5616599,train,49.11063766,4.11666441,49.097461700000004,4.096542358
515,9542906,train,43.13534164,2.153037071,43.12065506,2.132914782
516,8858439,train,46.81491089,-2.0342798230000003,46.80113983,-2.054402113
517,3252979,train,43.830150599999996,0.05924389099999999,43.81563187,0.039121632
518,7635716,train,46.21987915,4.838999748,46.20595169,4.818877697
519,8752526,train,46.55491638,-1.320837855,46.54107666,-1.340960145
520,9598450,train,44.17597198,2.015505075,44.16154099,1.995382786
521,5675120,train,47.68830109,5.497285366,47.674755100000006,5.477162838
522,4329427,train,47.69047928,1.080358863,47.67692947,1.060236573
523,4757247,train,47.91529846,1.821828365,47.90180969,1.8017060759999999
524,9258054,train,48.16599655,2.9106762410000004,48.15257263,2.8905539510000002
525,1598321,train,45.85613632,-0.98118484,45.84212112,-1.00130713
526,6528739,train,48.56579971,-0.59446013,48.55247879,-0.614582419
527,10650300,train,48.90209198,6.11020565,48.88886261,6.090083599
528,10017293,train,44.17217255,4.466198921,44.15773773,4.44607687
529,4409143,train,45.40088654,4.026383877,45.38675308,4.006261826
530,2716781,train,48.24938965,0.8133795859999999,48.23598862,0.793257296
531,2585880,train,44.98998642,4.977160931,44.97575378,4.957038403
532,8257649,train,46.24094391,0.004716155,46.22702408,-0.015406108
533,2169650,train,46.22901154,2.03724432,46.21509171,2.01712203
534,9958774,train,48.67814636,-4.019107342,48.66485977,-4.03922987
535,4273200,train,47.66531754,0.945881069,47.65176392,0.9257588390000001
536,6836847,train,45.37255859,3.042998075,45.35842133,3.022875786
537,10516787,train,47.42780685,-0.180157125,47.4141922,-0.2002794
538,10867334,train,50.26143265,2.51335144,50.24856567,2.493229151
539,639349,train,43.08228683,1.682319999,43.06758881,1.662197709
540,10970759,train,48.34387207,7.605002402999999,48.33049774,7.584880352000001
541,6080927,train,47.47555542,-2.314194918,47.46195221,-2.334317207
542,5263131,train,47.58042908,-0.593561828,47.56685257,-0.6136840579999999
543,10430095,train,44.47255707,1.7286729809999999,44.45819473,1.7085508109999998
544,4601799,train,45.01329803,3.85462594,44.99906921,3.8345036510000003
545,2754189,train,48.46088409,1.282300115,48.44754028,1.262177944
546,2118940,train,48.23293686,-2.82928896,48.21953201,-2.8494112489999996
547,11372945,train,47.96205902,5.8844590189999995,47.948581700000005,5.864336967000001
548,1135682,train,49.24259186,-0.933933496,49.22945404,-0.9540557270000001
549,7629290,train,46.75979996,4.245123386,46.74601364,4.225001335
550,5780853,train,48.18246841,-0.44336351799999996,48.16905212,-0.46348577700000004
551,8934522,train,46.74127197,0.52304405,46.72748184,0.50292182
552,10188121,train,48.36626053,-1.77691257,48.35289001,-1.79703486
553,10967057,train,48.78699112,7.67893362,48.77373123,7.658811569
554,4860350,train,44.69763184,1.708191395,44.68332672,1.6880692240000001
555,9712288,train,46.93404388,2.938703775,46.92030334,2.9185814860000003
556,4214063,train,43.59672546,-0.82083559,43.58214951,-0.84095788
557,8442488,train,43.74136734,2.47849679,43.72682953,2.4583744999999997
558,4815793,train,47.96777344,2.046137571,47.95429611,2.026015282
559,11213660,train,43.70215607,2.207385302,43.68760681,2.187263012
560,8215490,train,46.57542038,-0.5630190970000001,46.56158447,-0.5831413870000001
561,5980724,train,47.64419937,-2.4236097340000002,47.63063812,-2.443732023
562,4816114,train,48.16905212,2.323267937,48.1556282,2.303145647
563,1244133,train,44.77012634,2.259217978,44.755840299999996,2.239095688
564,5527130,train,49.52819443,-1.6061427590000001,49.5151329,-1.6262650490000001
565,268747,train,44.91261673,3.362977982,44.89836121,3.342855692
566,1002284,train,44.00253677,3.292999268,43.98806381,3.272876978
567,5384301,train,48.71253586,-0.9094094629999999,48.699256899999995,-0.929531753
568,9262081,train,47.95838928,3.8084526060000004,47.94491196,3.788330317
569,4687672,train,47.04036331,-1.154919028,47.02664948,-1.175041318
570,4063776,train,45.39262009,5.742974758,45.37849045,5.72285223
571,1235703,train,44.70772171,2.4294488430000003,44.69342041,2.409326553
572,540773,train,49.65287018,5.058098793,49.63984299,5.037976742
573,10629815,train,48.19420624,-0.21438294600000002,48.18078995,-0.23450520600000002
574,10035908,train,43.50544357,1.946873784,43.49084854,1.9267514940000001
575,1374735,train,45.32552338,-0.012262003,45.31137466,-0.032384265
576,8080584,train,48.41577148,3.3156368730000003,48.40241241,3.2955145839999997
577,536243,train,49.83653641,4.607324123,49.82355881,4.587202072
578,3818300,train,47.1150589,1.5501778130000001,47.10136414,1.5300555230000001
579,2230041,train,46.05760193,1.69965744,46.04363632,1.6795351509999998
580,11079936,train,45.51550293,6.191233635,45.50139999,6.171111584
581,6056462,train,47.71194077,-2.716280937,47.69839859,-2.736402988
582,7585041,train,47.56964111,5.687548637000001,47.55606461,5.667426109
583,5637951,train,49.10169601,4.147027493,49.08852005,4.126905441
584,488302,train,44.92260361,4.7135052680000005,44.9083519,4.69338274
585,9306494,train,48.54379654,2.070661545,48.53047562,2.050539494
586,9643459,train,45.14935303,3.050094843,45.13516235,3.029972553
587,6467023,train,49.15407181,1.736757874,49.140911100000004,1.716635585
588,9496271,train,49.51041031,4.3116889,49.49734116,4.291566372
589,709655,train,48.15155411,4.331182003,48.13812637,4.311059952
590,3749616,train,48.59004593,-1.7222949269999999,48.57673645,-1.742417216
591,8580537,train,44.22749329,1.1352459190000002,44.21307373,1.11512363
592,6920879,train,43.46764374,-0.069394857,43.45303726,-0.089517117
593,7643107,train,46.52513123,4.309353352,46.51128387,4.289230824
594,8309376,train,49.75860596,1.89225626,49.74560547,1.87213397
595,2733424,train,48.53374481,1.6241989140000002,48.52042007,1.604076743
596,8901830,train,46.34280396,0.9374369379999999,46.32891083,0.917314649
597,1721077,train,45.11532211,1.5538609030000001,45.10112,1.5337386130000001
598,183473,train,46.33331299,3.891546726,46.31941986,3.871424437
599,10004067,train,41.79603195,8.965860367000001,41.78102875,8.945737839
600,3360239,train,43.37636566,0.5649954079999999,43.3617363,0.5448731179999999
601,6207805,train,48.72800446,7.166984081,48.71472931,7.146861553
602,3431719,train,44.65611267,-0.298285604,44.64179611,-0.318407863
603,10687477,train,47.86445618,-2.17163229,47.85095596,-2.19175458
604,1037768,train,44.03490067,2.908430576,44.02043533,2.888308287
605,6703452,train,50.89071274,1.916151404,50.87801743,1.896029115
606,1225345,train,45.38492584,2.7231080530000003,45.37079239,2.7029857639999997
607,3051553,train,44.15992737,3.360642433,44.14549255,3.3405201439999996
608,9828286,train,46.27448273,1.4592682119999998,46.26057434,1.439146042
609,5857785,train,48.62592316,5.932878494,48.61262131,5.912755966000001
610,197216,train,46.52129745,3.7374856469999997,46.5074501,3.717363358
611,10582576,train,49.20821381,4.453622818,49.19506454,4.43350029
612,7586256,train,47.29046631,5.710724831,47.27681351,5.690602779
613,4763393,train,48.1201973,2.9192101960000003,48.10676575,2.899087906
614,7092628,train,43.19653702,-0.6274282929999999,43.18186569,-0.647550583
615,3933137,train,47.22711945,0.47112146,47.213455200000006,0.45099920000000004
616,2029374,train,48.42477417,-2.48280859,48.41141891,-2.50293088
617,421496,train,44.54392242,6.292563915,44.52957916,6.272441387000001
618,10821115,train,48.699256899999995,0.7742130159999999,48.68597412,0.7540907859999999
619,3952769,train,47.30447769,0.84832406,47.29083252,0.8282017709999999
620,468103,train,44.37638855,4.215928555,44.36200333,4.1958060260000005
621,3497772,train,43.27605438,3.262815952,43.26140213,3.2426936630000003
622,9169937,train,48.02590179,5.901886462999999,48.01244354,5.881764412000001
623,6541649,train,48.78000641,-0.76738584,48.76674271,-0.78750807
624,2520901,train,44.77950287,4.827860832,44.76521683,4.807738304
625,7491105,train,45.6588974,4.43179369,45.64483261,4.411671162
626,7149948,train,43.50192642,-0.020436672,43.48733139,-0.040558934
627,4535836,train,45.3042984,3.836210489,45.29014587,3.8160882000000007
628,10127473,train,43.27232742,3.189782858,43.25767517,3.1696605680000003
629,7186905,train,42.78837204,2.53023982,42.77360153,2.510117531
630,3891774,train,47.0393219,1.139468074,47.02560806,1.119345784
631,2184740,train,45.99467087,2.458913565,45.98068619,2.438791275
632,10392093,train,47.6007843,-1.7443935869999998,47.58721542,-1.7645157580000002
633,10213521,train,47.11016846,1.544698,47.09647369,1.52457583
634,4171126,train,47.19056702,5.672097683,47.17689133,5.651975155
635,2847148,train,48.67286682,-3.9970986839999996,48.65957642,-4.017220974
636,4861929,train,44.82310104,2.167589903,44.80882645,2.1474676130000003
637,7800874,train,48.20079422,0.302417845,48.18738174,0.282295585
638,10771847,train,50.92764664,2.464932203,50.91495895,2.444809914
639,3944344,train,47.41072845,0.62778765,47.39710999,0.60766536
640,11096963,train,49.62599564,1.039216042,49.612957,1.019093752
641,4714304,train,47.39753342,-1.874649286,47.38391113,-1.8947714569999998
642,2649721,train,49.168525700000004,0.434380352,49.15536499,0.414258093
643,4425022,train,45.78570938,4.292734146,45.77167511,4.272612095
644,964341,train,44.88512421,2.655644655,44.87086868,2.635522366
645,8121230,train,48.66568756,1.855874419,48.65239716,1.835752249
646,5151670,train,44.49454117,3.7231125830000003,44.48018265,3.7029902939999997
647,3735447,train,48.05389023,-1.566167831,48.04043961,-1.586290002
648,837139,train,42.95920944,3.0026638510000003,42.9444809,2.982541561
649,8499054,train,43.80992889,2.397738218,43.79540634,2.377615929
650,7022542,train,43.34370804,-1.290474772,43.32907486,-1.310597062
651,6547430,train,48.88165665,0.51612705,48.86842346,0.49600479
652,2351926,train,45.04833984,1.38389957,45.03412247,1.3637773990000002
653,9801936,train,48.21863174,-2.468884706,48.20522308,-2.489006996
654,3052575,train,44.30475235,4.315731049,44.29034805,4.2956089969999995
655,10889055,train,50.32564926,2.73406744,50.31280136,2.71394515
656,1188159,train,48.79657745,-0.794874251,48.78332138,-0.814996541
657,11288515,train,47.02095413,-1.25687778,47.00723267,-1.27700007
658,7367095,train,46.55985641,3.583065271,46.54601669,3.562942982
659,1662646,train,46.55794144,2.21295476,46.54410172,2.19283247
660,3934371,train,46.99773788,0.700012207,46.9840126,0.679889917
661,10451977,train,44.26796722,0.283193886,44.25355911,0.263071626
662,9507574,train,49.697052,4.340614319,49.68403625,4.320492268
663,6436116,train,49.47335434,2.517393827,49.46027756,2.497271538
664,2108277,train,48.51708603,-2.908160925,48.50375748,-2.928283215
665,7236395,train,48.71158981,7.758255005,48.69831085,7.738132954
666,10480911,train,44.50722504,0.7734045390000001,44.49287415,0.753282309
667,2311094,train,44.81570816,0.740616024,44.80143356,0.7204937929999999
668,9923220,train,48.20414734,1.347967029,48.19073486,1.327844739
669,8583439,train,44.24223328,1.6136887069999999,44.22781372,1.5935664180000002
670,9731994,train,45.03767776,2.0853939059999997,45.02345657,2.065271854
671,1211552,train,44.84456635,2.913730621,44.83029938,2.893608332
672,9592990,train,44.36893845,2.3796820640000003,44.35455322,2.359559774
673,9884907,train,44.669979100000006,5.333252907,44.65566635,5.313130856
674,11089626,train,46.34577942,6.526664734,46.33189011,6.506542682999999
675,467918,train,45.00040436,4.415623665,44.98617172,4.395501614
676,5490746,train,48.55949783,-1.1336289640000001,48.54617691,-1.1537512540000001
677,2660076,train,49.04626465,0.815715194,49.03307343,0.795592904
678,1115703,train,49.24071503,0.332062244,49.22757721,0.311939985
679,1683916,train,46.8416481,2.355966568,46.82788086,2.335844278
680,9948977,train,48.09668732,-4.416701794,48.08324432,-4.436824322
681,7510208,train,45.60538101,4.6963472369999995,45.59130096,4.676225185
682,750231,train,43.22613144,2.898369312,43.21146774,2.878247023
683,8977713,train,47.08399582,0.0045364920000000005,47.07029343,-0.01558577
684,6665853,train,50.62157059,2.2649672030000003,50.6088028,2.244844913
685,8097196,train,48.85122681,3.432956696,48.83798218,3.4128344060000004
686,3227749,train,43.53215408,0.19444035,43.51756287,0.174318075
687,5318404,train,47.4157753,-0.012980656,47.40215683,-0.033102917999999995
688,10131593,train,43.72578812,4.010214329,43.71124649,3.990091801
689,10353345,train,45.1878624,3.777909756,45.17367554,3.7577874660000004
690,8318519,train,49.95874786,2.746464252,49.94580078,2.7263419630000003
691,8803209,train,46.844840999999995,-1.494751692,46.83107758,-1.514873981
692,475971,train,44.72750854,4.457305908,44.71321106,4.43718338
693,719935,train,47.94051743,3.906908035,47.92703629,3.886785746
694,6455988,train,49.73178864,1.785985589,49.71878052,1.765863299
695,4575054,train,45.12901306,3.751140118,45.11481476,3.731017828
696,5494889,train,48.61327362,-0.7480720279999999,48.59996796,-0.7681943179999999
697,4337040,train,45.93684769,4.076959133,45.92285156,4.056836605
698,7620324,train,46.3220253,4.533932209,46.30812836,4.513809681000001
699,7622482,train,47.03191376,4.4166121480000005,47.01819992,4.39648962
700,5086963,train,44.83240128,3.2395493980000003,44.81813049,3.219427347
701,10888192,train,50.77787018,1.884530663,50.76514435,1.8644084930000002
702,8965764,train,46.75986099,0.691568017,46.74607468,0.671445787
703,8981698,train,46.72908401,0.032923255,46.71528625,0.012800991999999999
704,9078035,train,46.26932907,1.254901528,46.25541687,1.234779239
705,9857811,train,47.47112274,6.478155612999999,47.45751953,6.458033562000001
706,10418688,train,47.88656998,2.562938452,47.87307358,2.542816162
707,1777981,train,45.16132736,1.729840875,45.14713669,1.709718585
708,9802493,train,48.30606461,-2.687714338,48.29267883,-2.707836628
709,9128956,train,47.94641495,6.6892600060000005,47.93293762,6.669137478
710,9183701,train,48.29303741,6.355535507000001,48.27964783,6.335413456
711,1921568,train,48.52048111,-3.279254913,48.50714874,-3.299377203
712,4768831,train,47.89181137,3.020720005,47.87831879,3.000597715
713,4077688,train,45.38076019,5.170298576,45.36662674,5.1501760480000005
714,4844300,train,44.19723129,1.168303967,44.18280411,1.148181677
715,3603848,train,48.32470322,-1.68905735,48.31132126,-1.709179521
716,9077446,train,45.912166600000006,1.230646968,45.89816284,1.210524797
717,6967858,train,43.24452209,-0.49196237299999995,43.22986221,-0.5120846029999999
718,6441668,train,49.53052902,1.8083535430000002,49.5174675,1.7882313730000001
719,8367230,train,50.06940842,2.102192402,50.05649185,2.082070351
720,6468389,train,49.5544281,2.2580502030000003,49.54137039,2.237927914
721,11165704,train,46.93698883,-0.73468715,46.92324829,-0.7548094390000001
722,6538755,train,48.75259018,-0.266305566,48.73932266,-0.286427826
723,3988381,train,45.32931519,5.170118809,45.31516647,5.149996758
724,2250388,train,46.12787628,2.501852989,46.11392593,2.4817307
725,9633099,train,44.688564299999996,2.183939219,44.67425919,2.1638169290000002
726,389421,train,44.65815735,6.085052967,44.6438446,6.064930916000001
727,4061904,train,45.33221817,5.0091409680000005,45.31806946,4.98901844
728,4693311,train,47.0258522,-1.58799684,47.01213455,-1.60811913
729,10099992,train,43.84667206,0.290560067,43.83215714,0.270437807
730,1556591,train,45.85519791,-0.273222595,45.84118271,-0.293344855
731,10444134,train,44.93360519,1.660760403,44.919357299999994,1.640638113
732,6913476,train,43.39007568,-0.531308591,43.37545013,-0.551430821
733,4467262,train,45.09623718,3.833785057,45.08203125,3.813662767
734,2886582,train,48.20109177,-4.112262726,48.18767929,-4.132385254
735,2158073,train,46.07411957,1.859018564,46.06015778,1.838896275
736,6915141,train,43.19090652,-0.189948767,43.1762352,-0.210071027
737,7615518,train,47.00717163,4.536177635,46.99345016,4.516055584
738,694961,train,47.831058500000005,4.309263229,47.81755066,4.289141178
739,9886569,train,45.07518005,4.964404583,45.06097031,4.944282532
740,953750,train,44.15818787,2.526197433,44.14374924,2.506075144
741,6976108,train,43.251064299999996,-0.712588608,43.23640823,-0.7327108379999999
742,3455977,train,43.50863647,3.241256237,43.49404144,3.2211339469999998
743,5220443,train,47.22028732,-0.11350213699999999,47.20661926,-0.133624405
744,3365310,train,45.2717514,-0.8956652279999999,45.25758743,-0.915787518
745,7622284,train,46.28950882,4.188889027,46.27560043,4.168766975
746,10081082,train,43.5128746,0.47022312899999996,43.49827957,0.45010086899999996
747,387088,train,44.44780731,5.933237553,44.43344116,5.913115501
748,11005880,train,48.15394974,7.494060516,48.14052582,7.473938465
749,4651694,train,47.61283875,-1.462592006,47.59927368,-1.482714295
750,10851809,train,50.56049347,2.753381252,50.5477066,2.733258963
751,2493928,train,44.89810944,4.912122726000001,44.88385391,4.892000675
752,7407413,train,47.71381378,7.371709824,47.70027161,7.351587772
753,11001939,train,47.64783096,7.079398155,47.63427353,7.059276103999999
754,6989572,train,43.36127853,-1.341768622,43.34664917,-1.3618909119999998
755,8438506,train,43.6567421,1.672528267,43.6421814,1.652406096
756,9148318,train,48.12535477,6.035735607,48.11192322,6.0156130789999995
757,2366096,train,45.61260605,0.556012273,45.59852982,0.535889983
758,7427592,train,48.12187958,7.46836853,48.10844421,7.448246479
759,1002511,train,44.61449814,3.012185812,44.60017395,2.992063522
760,5927764,train,48.92635727,5.297410011,48.91313553,5.27728796
761,8406893,train,43.95528412,1.908336043,43.9407959,1.8882137540000001
762,6786144,train,45.86064148,3.356959343,45.84662628,3.336837053
763,8525061,train,43.85671234,2.135430098,43.84220123,2.1153078080000003
764,5813119,train,48.54647446,-1.2597523929999999,48.53314972,-1.279874682
765,10652193,train,48.49387741,6.733007907999999,48.48053741,6.71288538
766,242040,train,46.65162659,3.246017456,46.63781357,3.2258951660000004
767,1405745,train,45.71681976,0.5686784979999999,45.70277023,0.548556209
768,4801716,train,48.00811386,1.799999237,47.99465179,1.779876947
769,1885465,train,47.35805511,4.516504765,47.34442139,4.4963822360000005
770,10844276,train,50.67078781,2.2973964209999997,50.65803146,2.277274132
771,3912427,train,47.56679535,0.276815861,47.55321503,0.25669360199999997
772,10398721,train,46.97537231,-1.549099803,46.961639399999996,-1.569222093
773,5222928,train,47.11090088,-0.22884582,47.09720612,-0.24896808
774,2462369,train,47.16315079,6.687283516,47.14946747,6.667161465
775,9141086,train,48.10616302,6.611106396,48.09272766,6.590984344
776,10204091,train,47.16840363,1.766402245,47.15472031,1.746279955
777,1634099,train,47.33218765,2.465111971,47.3185463,2.444989681
778,9832784,train,45.03037643,0.543256164,45.01615524,0.523133934
779,7697268,train,46.98652649,4.14550066,46.97279739,4.125378132
780,2745488,train,48.49268341,1.80287385,48.47934723,1.78275156
781,2783741,train,48.05148697,-4.374121666000001,48.03803635,-4.394244194
782,5152956,train,44.67464066,3.525662899,44.66033173,3.5055406089999996
783,8519784,train,44.07305908,2.4767899509999998,44.05859756,2.456667662
784,3376605,train,45.02796555,-0.089427285,45.01374054,-0.109549552
785,4674985,train,47.4805336,-1.9500179290000001,47.46693039,-1.9701402190000001
786,1421023,train,45.93659973,0.6202417610000001,45.92260361,0.600119531
787,8829820,train,46.57517242,-1.7132220269999998,46.56134033,-1.7333441969999999
788,3408955,train,45.38019179999999,-0.995737553,45.36605835,-1.015859842
789,8206665,train,46.58647156,-0.262442797,46.57263947,-0.282565087
790,11198347,train,49.94892502,2.694990873,49.93597412,2.674868584
791,7770128,train,47.66259384,0.38874593399999996,47.64904022,0.368623674
792,337385,train,43.96815109,5.927578448999999,43.95366669,5.907455921
793,9592171,train,44.87424088,2.6454038619999998,44.85997772,2.625281572
794,9637562,train,44.77082825,2.2358617780000003,44.75654221,2.215739489
795,9185519,train,48.20558167,6.394342899,48.19216919,6.374220847999999
796,9957265,train,48.50952911,-4.309532642,48.49619675,-4.32965517
797,2601698,train,44.51267242,5.498542786000001,44.49832153,5.478420734
798,7624837,train,46.38297272,4.277822495,46.36909103,4.257699966000001
799,4117699,train,47.17621994,5.635087013,47.16254044,5.614964485
800,1324567,train,45.7093544,-0.128234506,45.69530106,-0.148356766
801,7408899,train,47.92565155,7.368386269,47.912166600000006,7.348263741
802,10411190,train,48.74862289,2.343120575,48.73535156,2.322998524
803,9867914,train,44.80327988,5.046690464,44.78900146,5.026567936
804,1400109,train,46.02773666,0.661384642,46.01376343,0.641262352
805,2453393,train,47.30118942,6.697524548,47.28754044,6.67740202
806,10019599,train,44.22910309,4.6748776439999995,44.21468353,4.654755592
807,1746979,train,45.24740601,1.475258231,45.23323822,1.455136061
808,9494746,train,49.33499146,4.98039484,49.32188034,4.960272312
809,3915869,train,47.27596283,1.15518856,47.26230621,1.135066271
810,7379187,train,47.55466843,7.2922091479999995,47.541088099999996,7.27208662
811,4033062,train,45.678985600000004,5.3902959820000005,45.66492462,5.370173454
812,6228374,train,47.2089386,3.054406643,47.19526672,3.0342843530000003
813,8910619,train,46.76293945,0.356765926,46.74915314,0.336643666
814,7042670,train,43.38589859,-0.9248604770000001,43.37127304,-0.9449827670000001
815,5361843,train,47.76292801,-0.8749141690000001,47.74940109,-0.8950364590000001
816,8190119,train,46.75062943,0.026096058999999998,46.73683929,0.0059737969999999994
817,8115722,train,48.82189941,1.57326448,48.80864716,1.55314219
818,9240055,train,47.75272369,3.8854382039999997,47.73919296,3.865315914
819,4923963,train,44.86220932,1.514963865,44.84794235,1.494841576
